R065-ZN03,2,122212,Spring,4,4/17/2019 0:00,10:27 AM,12:45 PM,2019,11,58,A,A,,,8,,,PIP,
QT04,8,122186,Spring,4,4/16/2019 0:00,9:58 AM,10:25 AM,2019,58,,A,A,,,,,,PIP,
M221,4,122168,Spring,4,4/16/2019 0:00,8:55 AM,9:05 AM,2019,15,,A,A,,,15,Partial Constr./Rest of Site Rated.,Locked for school use AND with construction on BBCT as visible from 49th Street; only rated along 49th Street.,PIP,
QZ407,8,122195,Spring,4,4/16/2019 0:00,11:35 AM,11:42 AM,2019,58,,A,A,,,,,,PIP,
R060,1,122193,Spring,4,4/16/2019 0:00,11:50 AM,11:54 AM,2019,57,,A,A,,,0,,,PIP,
B247,18,122187,Spring,4,4/16/2019 0:00,11:10 AM,12:10 PM,2019,18,,A,A,,,4,,,PIP,
X004-01,14,122172,Spring,4,4/16/2019 0:00,10:50 AM,11:01 AM,2019,1,,A,A,,,0,,,PIP,
QZ20,8,122191,Spring,4,4/16/2019 0:00,11:56 AM,12:30 PM,2019,58,,A,A,,,,,,PIP,
X002-05A,14,122174,Spring,4,4/16/2019 0:00,11:33 AM,11:49 AM,2019,1,,A,A,,,12,,,PIP,
X136-01,7,122164,Spring,4,4/16/2019 0:00,9:38 AM,10:01 AM,2019,59,,A,A,,,7,,,PIP,
Q067A,2,122190,Spring,4,4/16/2019 0:00,10:35 AM,11:00 AM,2019,16,,A,A,,,23,,,PIP,
QZ17,8,122189,Spring,4,4/16/2019 0:00,10:45 AM,11:24 AM,2019,58,,A,A,,,,,,PIP,
M360-ZN01,16,122170,Spring,4,4/16/2019 0:00,9:50 AM,11:10 AM,2019,15,,A,A,,,500,Partial Constr./Rest of Site Rated.,Three areas of non-Parks construction; scaffolding on walkway throughout (see overall photos).,PIP,
X201-01,8,122167,Spring,4,4/16/2019 0:00,11:20 AM,11:51 AM,2019,59,,A,A,,,0,,,PIP,
M058-ZN02,11,122180,Spring,4,4/16/2019 0:00,12:16 PM,1:38 PM,2019,11,,U,U,,,120,,,PIP,
QZ11,6,122183,Spring,4,4/16/2019 0:00,9:31 AM,9:50 AM,2019,58,,A,A,,,,,,PIP,
R022-04,1,122185,Spring,4,4/16/2019 0:00,11:01 AM,11:19 AM,2019,57,,A,A,,,5,,,PIP,
M099,12,122179,Spring,4,4/16/2019 0:00,10:25 AM,11:41 AM,2019,11,,A,A,,,150,,,PIP,
Q341D,2,122188,Spring,4,4/16/2019 0:00,10:10 AM,10:20 AM,2019,16,,A,A,,,0,,,PIP,
Q164-ZN10B,14,122176,Spring,4,4/16/2019 0:00,10:20 AM,10:45 AM,2019,3,,A,A,,,3,,,PIP,
R034,1,122184,Spring,4,4/16/2019 0:00,11:01 AM,11:19 AM,2019,57,,A,A,,,7,Partial Constr./Rest of Site Rated.,CS under Reconstruction.,PIP,
B057-ZN01,18,122192,Spring,4,4/16/2019 0:00,12:30 PM,1:20 PM,2019,18,,A,A,,,50,,,PIP,
Q050-ZN09,14,122175,Spring,4,4/16/2019 0:00,10:55 AM,11:30 AM,2019,3,,A,A,,,14,,,PIP,
Q215,1,122194,Spring,4,4/16/2019 0:00,11:25 AM,11:45 AM,2019,16,,A,A,,,5,,,PIP,
XZ121A,7,122166,Spring,4,4/16/2019 0:00,10:49 AM,10:57 AM,2019,59,,A,A,,,0,,,PIP,
X002-ZN06,14,122171,Spring,4,4/16/2019 0:00,9:35 AM,10:37 AM,2019,1,,U,U,,,0,Partial Constr./Rest of Site Rated.,Small area adj RR station entrance under construction.,PIP,
Q004-ZN01,1,122196,Spring,4,4/16/2019 0:00,11:50 AM,12:50 PM,2019,16,,A,A,,,23,Partial Constr./Rest of Site Rated.,Track under reconstruction,PIP,
M066,4,122169,Spring,4,4/16/2019 0:00,9:30 AM,9:40 AM,2019,15,,A,A,,,5,,,PIP,
Q164-ZN11B,14,122177,Spring,4,4/16/2019 0:00,9:35 AM,10:10 AM,2019,3,,A,A,,,2,,,PIP,
XZ341,8,122163,Spring,4,4/16/2019 0:00,9:20 AM,9:29 AM,2019,59,,A,A,,,0,,,PIP,
R022-ZN01,1,122178,Spring,4,4/16/2019 0:00,9:38 AM,10:51 AM,2019,57,,A,A,,,13,,,PIP,
X002-14,14,122173,Spring,4,4/16/2019 0:00,11:14 AM,11:26 AM,2019,1,,A,A,,,4,,,PIP,
X150G,8,122165,Spring,4,4/16/2019 0:00,10:16 AM,10:34 AM,2019,59,,A,A,,,0,,,PIP,
XZ274,11,122118,Spring,4,4/15/2019 0:00,10:00 AM,10:05 AM,2019,3,,A,A,,,,,,PIP,
M285,11,122141,Spring,4,4/15/2019 0:00,11:17 AM,11:40 AM,2019,1,,U,U,,,0,,,PIP,
X093,11,122120,Spring,4,4/15/2019 0:00,11:20 AM,11:35 AM,2019,3,,A,A,,,0,,,PIP,
QZ72,11,122156,Spring,4,4/15/2019 0:00,1:23 PM,1:28 PM,2019,11,,A,A,,,0,,,PIP,
X063,2,122150,Spring,4,4/15/2019 0:00,12:38 PM,12:45 PM,2019,58,,A,A,,,,,,PIP,
QZ299,5,122128,Spring,4,4/15/2019 0:00,12:15 PM,12:22 PM,2019,59,,A,A,,,0,,,PIP,
X164,2,122148,Spring,4,4/15/2019 0:00,11:50 AM,12:35 PM,2019,58,,A,A,,,,,Partial closed due to school hours/BBCT Not Rated,PIP,
X148D1,5,122136,Spring,4,4/15/2019 0:00,11:20 AM,11:30 AM,2019,16,,A,A,,,0,,,PIP,
Q002,5,122127,Spring,4,4/15/2019 0:00,11:01 AM,11:58 AM,2019,59,,U,U,,,7,,,PIP,
M180,12,122139,Spring,4,4/15/2019 0:00,10:00 AM,10:09 AM,2019,1,,A,A,,,0,,,PIP,
Q001A-01,07A,122155,Spring,4,4/15/2019 0:00,12:56 PM,1:14 PM,2019,11,,A,A,,,2,,,PIP,
XZ209,5,122138,Spring,4,4/15/2019 0:00,11:45 AM,11:50 AM,2019,16,,A,A,,,0,,,PIP,
B274,18,122161,Spring,4,4/15/2019 0:00,11:47 AM,12:02 PM,2019,57,,A,A,,,0,,,PIP,
Q262,11,122154,Spring,4,4/15/2019 0:00,12:03 PM,12:22 PM,2019,11,,A,A,,,0,,,PIP,
X248,2,122144,Spring,4,4/15/2019 0:00,10:30 AM,10:50 AM,2019,58,,A,A,,,,,site closed other Features rated,PIP,
QT05,5,122125,Spring,4,4/15/2019 0:00,10:02 AM,10:18 AM,2019,59,,A,A,,,7,,,PIP,
BZ105,18,122162,Spring,4,4/15/2019 0:00,11:37 AM,11:43 AM,2019,57,,A,A,,,0,,,PIP,
X061,6,122123,Spring,4,4/15/2019 0:00,10:55 AM,11:00 AM,2019,3,,A,A,,,0,,,PIP,
Q400,07A,122157,Spring,4,4/15/2019 0:00,1:38 PM,2:07 PM,2019,11,,U,A,,,12,,,PIP,
B302,3,122121,Spring,4,4/15/2019 0:00,10:00 AM,10:10 AM,2019,15,,A,A,,,,,PLGD technically closed at time of inspection for work on drain problem with signage and entrance blocked; inspector allowed in as staff courtesy.,PIP,
M208D-01,11,122140,Spring,4,4/15/2019 0:00,10:38 AM,10:57 AM,2019,1,,A,A,,,3,,,PIP,
B323,3,122137,Spring,4,4/15/2019 0:00,11:35 AM,11:50 AM,2019,15,,A,A,,,0,,,PIP,
X008-01,4,122135,Spring,4,4/15/2019 0:00,10:50 AM,11:00 AM,2019,16,,A,A,,,0,,,PIP,
Q121-02,12,122149,Spring,4,4/15/2019 0:00,12:20 PM,12:50 PM,2019,18,,A,A,,,1,,,PIP,
QZ82,11,122158,Spring,4,4/15/2019 0:00,2:20 PM,2:25 PM,2019,11,,A,A,,,0,,,PIP,
Q289,5,122129,Spring,4,4/15/2019 0:00,12:33 PM,12:54 PM,2019,59,,A,A,,,0,,,PIP,
B225,3,122130,Spring,4,4/15/2019 0:00,10:20 AM,10:55 AM,2019,15,,A,A,,,15,,,PIP,
B237,3,122134,Spring,4,4/15/2019 0:00,11:00 AM,11:25 AM,2019,15,,A,A,,,0,,,PIP,
B250,17,122147,Spring,4,4/15/2019 0:00,12:24 PM,12:56 PM,2019,57,,A,A,,,2,Partial Constr./Rest of Site Rated.,Reconstruction of BBCT along Forest Ave.,PIP,
B329-01,18,122145,Spring,4,4/15/2019 0:00,10:52 AM,11:21 AM,2019,57,,A,A,,,,,,PIP,
X032,3,122131,Spring,4,4/15/2019 0:00,10:15 AM,10:30 AM,2019,16,,A,A,,,11,,,PIP,
Q220B,12,122151,Spring,4,4/15/2019 0:00,10:59 AM,11:15 AM,2019,18,,A,A,,,0,Partial Constr./Rest of Site Rated.,"Entire playground closed, MPPA rated.",PIP,
Q360G,5,122126,Spring,4,4/15/2019 0:00,10:26 AM,10:43 AM,2019,59,,A,A,,,0,,,PIP,
XZ47,4,122133,Spring,4,4/15/2019 0:00,10:40 AM,10:45 AM,2019,16,,A,A,,,5,,,PIP,
M213,11,122142,Spring,4,4/15/2019 0:00,11:55 AM,12:13 PM,2019,1,,U,U,,,0,,,PIP,
X156,11,122122,Spring,4,4/15/2019 0:00,10:10 AM,10:25 AM,2019,3,,A,A,,,0,,,PIP,
X155,1,122132,Spring,4,4/15/2019 0:00,10:00 AM,10:25 AM,2019,58,,A,A,,,,,,PIP,
Q051-01,12,122152,Spring,4,4/15/2019 0:00,11:45 AM,12:15 PM,2019,18,,A,A,,,1,,,PIP,
XZ273,6,122119,Spring,4,4/15/2019 0:00,11:05 AM,11:10 AM,2019,3,,A,A,,,,,,PIP,
X162,11,122124,Spring,4,4/15/2019 0:00,10:30 AM,10:45 AM,2019,3,,A,A,,,0,,,PIP,
QZ514,12,122159,Spring,4,4/15/2019 0:00,11:31 AM,11:40 AM,2019,18,,A,A,,,0,,,PIP,
Q338,11,122153,Spring,4,4/15/2019 0:00,11:21 AM,11:44 AM,2019,11,,A,A,,,1,,,PIP,
M187,11,122143,Spring,4,4/15/2019 0:00,12:22 PM,12:42 PM,2019,1,,A,A,,,2,,,PIP,
Q107-01,13,122160,Spring,4,4/15/2019 0:00,1:10 PM,1:40 PM,2019,18,,A,A,,,0,,,PIP,
X284,2,122146,Spring,4,4/15/2019 0:00,11:00 AM,11:45 AM,2019,58,,A,A,,,,,,PIP,
M090,10,122086,Spring,4,4/12/2019 0:00,10:35 AM,10:40 AM,2019,16,,A,A,,,0,,,PIP,
RZ156,1,122088,Spring,4,4/12/2019 0:00,9:10 AM,9:15 AM,2019,3,,A,A,,,,,,PIP,
RZ013D,1,122089,Spring,4,4/12/2019 0:00,10:45 AM,10:50 AM,2019,3,,A,A,,,,,,PIP,
B288,7,122104,Spring,4,4/12/2019 0:00,11:40 AM,12:10 PM,2019,18,,A,A,,,11,,,PIP,
M205,9,122083,Spring,4,4/12/2019 0:00,10:15 AM,10:30 AM,2019,16,,A,A,,,1,,,PIP,
BZ293,6,122103,Spring,4,4/12/2019 0:00,11:25 AM,11:34 AM,2019,18,,A,A,,,0,,,PIP,
R005-ZN02,1,122100,Spring,4,4/12/2019 0:00,10:25 AM,11:35 AM,2019,15,,A,A,,,25,,,PIP,
M110,10,122075,Spring,4,4/12/2019 0:00,9:15 AM,9:30 AM,2019,16,,A,A,,,0,,,PIP,
M071-ZN15,14,122108,Spring,4,4/12/2019 0:00,11:35 AM,12:55 PM,2019,11,,U,A,,,120,,,PIP,
RZ012B,1,122091,Spring,4,4/12/2019 0:00,9:35 AM,9:40 AM,2019,3,,A,A,,,,,,PIP,
BZ298,2,122115,Spring,4,4/12/2019 0:00,10:28 AM,10:55 AM,2019,58,,A,A,,,,,,PIP,
BZ88,12,122081,Spring,4,4/12/2019 0:00,11:13 AM,11:17 AM,2019,1,,A,A,,,0,,,PIP,
BZ207,6,122101,Spring,4,4/12/2019 0:00,9:59 AM,10:05 AM,2019,18,,A,A,,,0,,,PIP,
M160,10,122076,Spring,4,4/12/2019 0:00,9:35 AM,9:50 AM,2019,16,,A,A,,,5,,,PIP,
RZ82A,1,122092,Spring,4,4/12/2019 0:00,11:40 AM,11:45 AM,2019,3,,A,A,,,,,,PIP,
MZ220,10,122077,Spring,4,4/12/2019 0:00,9:55 AM,10:00 AM,2019,16,,A,A,,,0,,,PIP,
X092-ZN05,13,122099,Spring,4,4/12/2019 0:00,10:35 AM,11:40 AM,2019,59,,A,A,,,9,,,PIP,
B320,6,122110,Spring,4,4/12/2019 0:00,10:10 AM,10:40 AM,2019,18,,A,A,,,11,,,PIP,
QZ136,2,122087,Spring,4,4/12/2019 0:00,9:39 AM,9:42 AM,2019,57,,A,A,,,0,,,PIP,
BZ222,2,122114,Spring,4,4/12/2019 0:00,9:40 AM,10:10 AM,2019,58,,A,A,,,,,,PIP,
X092-ZN02,13,122098,Spring,4,4/12/2019 0:00,9:22 AM,10:10 AM,2019,59,,A,A,,,11,,,PIP,
M071-ZN23,14,122109,Spring,4,4/12/2019 0:00,1:07 PM,1:42 PM,2019,11,,A,A,,,90,,,PIP,
RZ013B,1,122090,Spring,4,4/12/2019 0:00,10:55 AM,11:00 AM,2019,3,,A,A,,,,,,PIP,
MZ206,10,122074,Spring,4,4/12/2019 0:00,9:00 AM,9:05 AM,2019,16,,A,A,,,0,,,PIP,
B178,14,122082,Spring,4,4/12/2019 0:00,11:27 AM,11:36 AM,2019,1,,A,A,,,0,,,PIP,
B223A,6,122102,Spring,4,4/12/2019 0:00,10:50 AM,11:20 AM,2019,18,,A,A,,,10,,,PIP,
Q041,4,122085,Spring,4,4/12/2019 0:00,11:11 AM,11:26 AM,2019,57,,A,A,,,35,Partial Constr./Rest of Site Rated.,CS's closed. Reconstruction work along 92nd St upper lawn area.,PIP,
Q362,3,122097,Spring,4,4/12/2019 0:00,10:01 AM,10:17 AM,2019,57,,A,A,,,,,,PIP,
B052-02,10,122079,Spring,4,4/12/2019 0:00,10:01 AM,10:20 AM,2019,1,,A,A,,,4,,,PIP,
B537,2,122116,Spring,4,4/12/2019 0:00,11:15 AM,11:35 AM,2019,58,,A,A,,,,Under Construction.,site closed due to Non Parks Construction,PIP,
Q069,4,122106,Spring,4,4/12/2019 0:00,11:32 AM,11:36 AM,2019,57,,A,A,,,0,,,PIP,
M072-ZN29,14,122111,Spring,4,4/12/2019 0:00,10:31 AM,11:12 AM,2019,11,,A,A,,,38,,,PIP,
R005-ZN04,1,122096,Spring,4,4/12/2019 0:00,9:25 AM,10:20 AM,2019,15,,A,A,,,25,,,PIP,
B126-ZN05,6,122117,Spring,4,4/12/2019 0:00,12:20 PM,1:25 PM,2019,58,,A,A,,,,Partial Constr./Rest of Site Rated.,AF #2 closed for remediation.,PIP,
R064,2,122095,Spring,4,4/12/2019 0:00,11:15 AM,11:30 AM,2019,3,,A,A,,,0,,,PIP,
B255G,7,122105,Spring,4,4/12/2019 0:00,12:15 PM,12:31 PM,2019,18,,A,A,,,1,,,PIP,
R050,1,122094,Spring,4,4/12/2019 0:00,10:20 AM,10:30 AM,2019,3,,A,A,,,0,,,PIP,
QZ113,1,122084,Spring,4,4/12/2019 0:00,9:31 AM,9:35 AM,2019,57,,A,A,,,0,,,PIP,
B028-01,10,122080,Spring,4,4/12/2019 0:00,10:36 AM,10:49 AM,2019,1,,A,A,,,2,,,PIP,
B052-03,10,122078,Spring,4,4/12/2019 0:00,9:20 AM,9:56 AM,2019,1,,A,A,,,200,,,PIP,
B372,12,122064,Spring,4,4/11/2019 0:00,9:35 AM,10:15 AM,2019,3,,A,A,,,4,Partial Constr./Rest of Site Rated.,Section of plgd and surrounding areas under construction.,PIP,
M010-151,13,122058,Spring,4,4/11/2019 0:00,11:55 AM,12:11 PM,2019,59,,A,A,,,1,,,PIP,
M010-188,13,122057,Spring,4,4/11/2019 0:00,11:25 AM,11:47 AM,2019,59,,A,A,,,0,,,PIP,
Q008-ZN03,13,122070,Spring,4,4/11/2019 0:00,10:30 AM,11:40 AM,2019,58,,A,A,,,,,,PIP,
X010-ZN02,3,122049,Spring,4,4/11/2019 0:00,9:35 AM,10:05 AM,2019,15,,A,A,,,5,,,PIP,
B032-ZN02,2,122054,Spring,4,4/11/2019 0:00,10:40 AM,11:35 AM,2019,16,,A,A,,,67,,,PIP,
X010-02,3,122052,Spring,4,4/11/2019 0:00,10:40 AM,10:50 AM,2019,15,,A,A,,,0,,,PIP,
X046-ZN01,12,122060,Spring,4,4/11/2019 0:00,10:07 AM,11:30 AM,2019,1,,A,A,,,2,,,PIP,
X196-02,12,122061,Spring,4,4/11/2019 0:00,11:41 AM,11:51 AM,2019,1,,A,A,,,0,,,PIP,
XZ270,12,122059,Spring,4,4/11/2019 0:00,9:58 AM,10:01 AM,2019,1,,A,A,,,0,,,PIP,
X010-ZN03,3,122051,Spring,4,4/11/2019 0:00,10:05 AM,10:35 AM,2019,15,,A,A,,,5,,,PIP,
Q392-ZN01,13,122072,Spring,4,4/11/2019 0:00,12:20 PM,1:56 PM,2019,58,,A,A,,,,,,PIP,
B073-ZN25,19,122066,Spring,4,4/11/2019 0:00,10:49 AM,11:40 AM,2019,11,,U,U,,,60,,,PIP,
B032-ZN03,2,122050,Spring,4,4/11/2019 0:00,10:00 AM,10:40 AM,2019,16,,A,A,,,37,,,PIP,
M391-ZN01,1,122071,Spring,4,4/11/2019 0:00,9:48 AM,10:23 AM,2019,57,,A,A,,,85,,"Paved Surface changed from ""U"" to ""A"" based on successful appeal, AB 5/21/2019.",PIP,
M144-ZN05,3,122073,Spring,4,4/11/2019 0:00,10:46 AM,12:01 PM,2019,57,,A,A,,,25,,,PIP,
X010-12,3,122053,Spring,4,4/11/2019 0:00,10:55 AM,11:15 AM,2019,15,,A,A,,,5,,,PIP,
X045-ZN02,1,122065,Spring,4,4/11/2019 0:00,11:10 AM,12:10 PM,2019,18,,U,U,,,6,Partial Constr./Rest of Site Rated.,Area under construction & fenced off next to rec center adj St. Anns Ave.,PIP,
M010-ZN17,13,122056,Spring,4,4/11/2019 0:00,10:37 AM,11:14 AM,2019,59,,A,A,,,99,,,PIP,
B073-ZN09,19,122067,Spring,4,4/11/2019 0:00,11:40 AM,12:52 PM,2019,11,,U,A,,,120,,,PIP,
M010-ZN16,13,122055,Spring,4,4/11/2019 0:00,9:26 AM,10:25 AM,2019,59,,A,A,,,99,,,PIP,
B065-ZN06,15,122062,Spring,4,4/11/2019 0:00,10:25 AM,11:05 AM,2019,3,,A,A,,,25,,,PIP,
X010A,6,122068,Spring,4,4/11/2019 0:00,9:35 AM,10:50 AM,2019,18,,U,U,,,7,,,PIP,
XR-03,3,122044,Spring,3,4/10/2019 0:00,10:35 AM,11:16 AM,2019,57,,A,A,A,A,17,,,REC,
M300,12,122037,Spring,3,4/10/2019 0:00,9:15 AM,10:00 AM,2019,15,,A,A,,,5,,,PIP,
BR-02,10,122048,Spring,3,4/10/2019 0:00,11:30 AM,12:20 PM,2019,58,,A,A,A,A,,,,REC,
BR-06,6,122047,Spring,3,4/10/2019 0:00,10:10 AM,11:00 AM,2019,58,,A,A,A,A,,,site being used as Shelter for fire victims,REC,
QR-02,2,122045,Spring,3,4/10/2019 0:00,9:48 AM,11:00 AM,2019,59,,A,A,A,A,54,,,REC,
XR-05,5,122040,Spring,3,4/10/2019 0:00,9:40 AM,10:16 AM,2019,57,,A,A,A,A,20,Partial Constr./Rest of Site Rated.,Construction work outside front of building adj entrance.,REC,
QR-01,1,122046,Spring,3,4/10/2019 0:00,11:23 AM,12:20 PM,2019,59,,A,A,A,A,63,,,REC,
M212,1,122027,Spring,3,4/9/2019 0:00,10:31 AM,10:41 AM,2019,11,,A,A,,,7,,,PIP,
QZ316,6,122019,Spring,3,4/9/2019 0:00,10:39 AM,10:42 AM,2019,1,,A,A,,,0,,,PIP,
MZ02,2,122031,Spring,3,4/9/2019 0:00,12:28 PM,12:42 PM,2019,11,,A,A,,,24,,,PIP,
Q450,4,122020,Spring,3,4/9/2019 0:00,10:54 AM,11:18 AM,2019,1,,A,A,,,4,,,PIP,
M249,4,122014,Spring,3,4/9/2019 0:00,11:05 AM,11:20 AM,2019,16,,A,A,,,7,,,PIP,
M007,1,122030,Spring,3,4/9/2019 0:00,11:32 AM,11:45 AM,2019,11,,A,A,,,50,,,PIP,
X002-ZN02,14,122026,Spring,3,4/9/2019 0:00,10:37 AM,11:59 AM,2019,18,,U,U,,,5,,,PIP,
B099,11,122034,Spring,3,4/9/2019 0:00,10:25 AM,11:19 AM,2019,58,,A,A,,,,,,PIP,
Q018,2,122016,Spring,3,4/9/2019 0:00,9:06 AM,9:11 AM,2019,1,,A,A,,,0,,,PIP,
Q335,6,122021,Spring,3,4/9/2019 0:00,11:43 AM,12:03 PM,2019,1,,U,A,,,100,,,PIP,
B073-ZN28,14,122012,Spring,3,4/9/2019 0:00,9:25 AM,10:20 AM,2019,3,,A,A,,,17,,,PIP,
M227,6,122025,Spring,3,4/9/2019 0:00,11:40 AM,11:55 AM,2019,16,,A,A,,,113,Closed / No Construct.,Site locked during school recess. Only perimeter inspected,PIP,
QZ139,2,122017,Spring,3,4/9/2019 0:00,9:14 AM,9:16 AM,2019,1,,A,A,,,0,,,PIP,
B128,12,122035,Spring,3,4/9/2019 0:00,11:24 AM,12:35 PM,2019,58,,A,A,,,,,,PIP,
X002-ZN01,14,122015,Spring,3,4/9/2019 0:00,9:30 AM,10:30 AM,2019,18,,U,U,,,9,,,PIP,
M010-ZN31,13,122008,Spring,3,4/9/2019 0:00,9:37 AM,10:40 AM,2019,57,,A,A,,,80,,,PIP,
M125C,2,122033,Spring,3,4/9/2019 0:00,1:32 PM,1:50 PM,2019,11,,A,A,,,37,,,PIP,
X092-ZN14,13,122022,Spring,3,4/9/2019 0:00,9:41 AM,10:37 AM,2019,59,,A,A,,,12,,,PIP,
M069,2,122032,Spring,3,4/9/2019 0:00,12:52 PM,1:19 PM,2019,11,,A,A,,,27,,,PIP,
X092-ZN22,13,122024,Spring,3,4/9/2019 0:00,11:51 AM,12:40 PM,2019,59,,A,A,,,2,,,PIP,
M008,5,122010,Spring,3,4/9/2019 0:00,10:00 AM,10:50 AM,2019,16,,A,A,,,113,,,PIP,
M005-06,1,122028,Spring,3,4/9/2019 0:00,10:51 AM,11:06 AM,2019,11,,A,A,,,400,,,PIP,
Q205A,2,122018,Spring,3,4/9/2019 0:00,9:49 AM,10:18 AM,2019,1,,A,A,,,12,,,PIP,
XZ162,13,122023,Spring,3,4/9/2019 0:00,11:16 AM,11:25 AM,2019,59,,A,A,,,0,,,PIP,
B151,12,122036,Spring,3,4/9/2019 0:00,12:40 PM,1:25 PM,2019,58,,A,A,,,,,,PIP,
Q001-ZN09,07A,122009,Spring,3,4/9/2019 0:00,9:35 AM,10:55 AM,2019,15,,A,A,,,5,,,PIP,
Q356,07A,122011,Spring,3,4/9/2019 0:00,11:05 AM,11:25 AM,2019,15,,A,A,,,5,,,PIP,
M005-02,1,122029,Spring,3,4/9/2019 0:00,11:07 AM,11:16 AM,2019,11,,A,A,,,22,,,PIP,
B125-ZN01,13,122013,Spring,3,4/9/2019 0:00,10:50 AM,11:50 AM,2019,3,,U,U,,,10,,,PIP,
X036,6,121968,Spring,3,4/8/2019 0:00,10:27 AM,10:33 AM,2019,1,,A,A,,,0,,,PIP,
X138,1,122007,Spring,3,4/8/2019 0:00,12:00 PM,12:13 PM,2019,57,,A,A,,,40,,,PIP,
M225,11,121983,Spring,3,4/8/2019 0:00,10:30 AM,10:50 AM,2019,3,,U,U,,,45,,,PIP,
QZ130,9,121998,Spring,3,4/8/2019 0:00,11:10 AM,11:15 AM,2019,16,,A,A,,,0,,,PIP,
Q082,13,121992,Spring,3,4/8/2019 0:00,11:47 AM,12:17 PM,2019,11,,A,A,,,24,,,PIP,
M081-02,8,121981,Spring,3,4/8/2019 0:00,11:20 AM,11:45 AM,2019,3,,U,A,,,150,,,PIP,
B066-02,10,121977,Spring,3,4/8/2019 0:00,10:25 AM,10:40 AM,2019,15,,U,A,,,15,,,PIP,
BZ242,15,121972,Spring,3,4/8/2019 0:00,10:19 AM,10:26 AM,2019,59,,A,A,,,0,,,PIP,
Q015-10,16,121994,Spring,3,4/8/2019 0:00,10:40 AM,10:55 AM,2019,16,,A,A,,,13,,,PIP,
R070,1,121986,Spring,3,4/8/2019 0:00,11:20 AM,11:39 AM,2019,18,,A,A,,,0,,,PIP,
X243,3,122005,Spring,3,4/8/2019 0:00,1:12 PM,1:40 PM,2019,58,,A,A,,,,,,PIP,
Q281,13,121993,Spring,3,4/8/2019 0:00,12:23 PM,12:45 PM,2019,11,,A,A,,,1,,,PIP,
B239,15,121973,Spring,3,4/8/2019 0:00,10:39 AM,11:17 AM,2019,59,,A,A,,,27,,"Southern portion not rated, in use by school.",PIP,
XZ15,8,121967,Spring,3,4/8/2019 0:00,10:11 AM,10:17 AM,2019,1,,A,A,,,0,,,PIP,
Q108,13,121990,Spring,3,4/8/2019 0:00,10:35 AM,11:14 AM,2019,11,,A,A,,,0,,,PIP,
Q015-07,16,121989,Spring,3,4/8/2019 0:00,10:15 AM,10:30 AM,2019,16,,A,A,,,11,,,PIP,
XZ106,3,121984,Spring,3,4/8/2019 0:00,10:35 AM,10:40 AM,2019,57,,A,A,,,0,,,PIP,
M273-01,11,121978,Spring,3,4/8/2019 0:00,10:10 AM,10:25 AM,2019,3,,A,A,,,2,,,PIP,
MZ464,8,121979,Spring,3,4/8/2019 0:00,11:10 AM,11:15 AM,2019,3,,A,A,,,,,,PIP,
X307,2,121999,Spring,3,4/8/2019 0:00,10:24 AM,11:17 AM,2019,58,,A,A,,,,,,PIP,
BT10,15,121975,Spring,3,4/8/2019 0:00,11:59 AM,12:17 PM,2019,59,,A,A,,,7,,,PIP,
RZ56,1,121985,Spring,3,4/8/2019 0:00,10:50 AM,11:00 AM,2019,18,,A,A,,,0,,,PIP,
X010-08,3,122006,Spring,3,4/8/2019 0:00,12:19 PM,12:50 PM,2019,58,,A,A,,,,,,PIP,
M208E,11,121976,Spring,3,4/8/2019 0:00,10:00 AM,10:05 AM,2019,3,,A,A,,,0,Under Construction.,"Site locked for adjacent construction, exterior rated.",PIP,
X113,2,121996,Spring,3,4/8/2019 0:00,10:03 AM,10:17 AM,2019,58,,A,A,,,,Under Construction.,Site closed due to Construction/ Rated Exterior,PIP,
R005-15,1,121988,Spring,3,4/8/2019 0:00,11:49 AM,12:00 PM,2019,18,,A,A,,,0,,,PIP,
X252,6,121969,Spring,3,4/8/2019 0:00,10:39 AM,11:03 AM,2019,1,,A,A,,,30,,,PIP,
Q342,8,122001,Spring,3,4/8/2019 0:00,11:55 AM,12:10 PM,2019,16,,U,A,,,2,,,PIP,
X148J2,3,122003,Spring,3,4/8/2019 0:00,10:06 AM,10:15 AM,2019,57,,A,A,,,1,,gate locked.,PIP,
QZ73,9,121997,Spring,3,4/8/2019 0:00,11:00 AM,11:05 AM,2019,16,,A,A,,,0,,,PIP,
QZ631,13,121991,Spring,3,4/8/2019 0:00,11:34 AM,11:40 AM,2019,11,,A,A,,,0,,,PIP,
R086,1,121995,Spring,3,4/8/2019 0:00,12:11 PM,12:41 PM,2019,18,,A,A,,,12,,,PIP,
X010A-02,6,121970,Spring,3,4/8/2019 0:00,11:13 AM,11:31 AM,2019,1,,A,A,,,7,,,PIP,
B130,7,121982,Spring,3,4/8/2019 0:00,11:25 AM,11:45 AM,2019,15,,A,A,,,75,,,PIP,
X116,2,122002,Spring,3,4/8/2019 0:00,11:30 AM,12:15 PM,2019,58,,U,U,,,,Partial Constr./Rest of Site Rated.,Partial closed due to school hours could not rate AF and BBCT,PIP,
QZ128,8,122000,Spring,3,4/8/2019 0:00,11:35 AM,11:40 AM,2019,16,,A,A,,,0,,,PIP,
B087-01,7,121980,Spring,3,4/8/2019 0:00,10:50 AM,11:10 AM,2019,15,,A,A,,,155,,,PIP,
